financial_year,award_date,sale_type,lot_number,location,use,use_category_normalized,site_area_sqm,premium_hkd_m,cancelled,parse_confidence,development_english_name,development_address_english,csdi_lot_number,num_bids,successful_tenderer,other_bidders,latitude,longitude,sale_regime,sale_regime_source,parent_developer,max_gfa,gfa_unit,accommodation_value,av_unit,premium_crosscheck_ok,source_url,note,buyer_normalized,buyer_type,winner_source,maxgfa_source,devm_name_source,gfa_check,min_flat_count,flat_size_restriction,flat_req_special,flat_req_source,flat_req_confidence,consent_development,consent_developer,consent_status,consent_date
2014-2015,11/2/2015,tender,KWAI CHUNG TOWN LOT NO. YIU 487 KEI,"JUNCTION OF SHING STREET, WING ROAD AND KWAI FUK ROAD, KWAI CHUNG, NEW TERRITORIES P. 4",INDUSTRIAL,industrial,1264.6,448.9,,high,,,,,Ideal Ease Limited,,,,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Shun Hing Enterprises (H.K.) Limited,12013,sq m,3472,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201502/11/P201502110774.htm,OCR-garbled; = Kwai Chung Town Lot No. 487; industrial,Shun Hing Enterprises (H.K.) Limited,other,https://www.info.gov.hk/gia/general/201502/11/P201502110774.htm | raw/2014-2015/KWAICHUNGTOWNLOTNOYIU487KEI__result.pdf,https://www.info.gov.hk/gia/general/201502/11/P201502110774.htm | raw/2014-2015/KWAICHUNGTOWNLOTNOYIU487KEI__result.pdf,,,,,,,,,,No consent,
2014-2015,4/3/2015,tender,"TAI PO TOWN AT LOT NO. 225 OF PO,","THE JUNCTION FO CHUN ROAD AND POK YIN ROAD, PAK SHEK KOK, TAI NEW TERRITORIES P. 5",RESIDENTIAL R2,residential,23239,3480,,high,ST MARTIN DEVELOPMENT,12 FO CHUN ROAD,,,Superwick Limited,,,,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Sun Hung Kai Properties Limited,83660,sq m,3865,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201503/04/P201503040620_print.htm,OCR-garbled; = Tai Po Town Lot No. 225; project St Martin,Sun Hung Kai Properties,local_major,https://www.info.gov.hk/gia/general/201503/04/P201503040620_print.htm | raw/2014-2015/TAIPOTOWNATLOTNO225OFPO__result.pdf,https://www.info.gov.hk/gia/general/201503/04/P201503040620_print.htm | raw/2014-2015/TAIPOTOWNATLOTNO225OFPO__result.pdf,https://www.shkp.com/en-US/our-business/hong-kong-properties/residential-for-sale/st-martin-phase-1 | raw/2014-2015/TAIPOTOWNATLOTNO225OFPO__devname.pdf,,,,,http://www.info.gov.hk/gia/general/201503/04/P201503040618.htm,verified,,,No consent,
2015-2016,15/04/2015,tender,LOT NO. 1909 IN DEMARCATION DISTRICT NO. 100,"FAN KAM ROAD, SHEUNG SHUI, NEW TERRITORIES",RESIDENTIAL R3,residential,6409,302.2,,high,CADENZA,333 FAN KAM ROAD,LOT NO. 1909 IN DEMARCATION DISTRICT NO. 100,14,Spring Wonder Limited (CSI Properties Limited),(1) Asia Bright Development Limited (Sino Land Company Limited);<br/>(2) Century Link Investments Limited (Wang On Group Limited);<br/>(3) Dragon Mount Development Limited (Grand Ming Group Holdings Limited);<br/>(4) Ease Success Limited (Great Eagle Holdings Limited);<br/>(5) Get Nice International Limited (Get Nice Holdings Limited);<br/>(6) Henrik Investment Limited (Far East Consortium International Limited);<br/>(7) HKRP Management Limited (HKR International Limited);<br/>(8) K Wise Limited (K&K Property Holdings Limited);<br/>(9) Mazy Asia Limited (K. Wah International Holdings Limited);<br/>(10) Merit Ascent International Limited (Southeast Asia Properties & Finance Limited);<br/>(11) Pristine Mark Limited (Lai Sun Garment (International) Limited);<br/>(12) Smart Base Holdings Limited (Paliburg Holdings Limited and Regal Hotels International Holdings Limited); and <br/>(13) United Aluminium Suppliers Limited (Chiaphua Limited). | N.A. | N.A.,22.47971559,114.1113507,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,CSI Properties Limited,3076,sq m,9127,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201504/15/P201504150698.htm,Project Cadenza,CSI Properties,local_minor,https://www.info.gov.hk/gia/general/201504/15/P201504150698.htm | raw/2015-2016/LOTNO1909INDEMARCATIONDISTRICTNO100__result.pdf,https://www.info.gov.hk/gia/general/201504/15/P201504150698.htm | raw/2015-2016/LOTNO1909INDEMARCATIONDISTRICTNO100__result.pdf,https://hk.centanet.com/estate/en/Cadenza/3-GESPWPPAPS | raw/2015-2016/LOTNO1909INDEMARCATIONDISTRICTNO100__devname.pdf,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,CADENZA,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT,Named development,
2015-2016,29/04/2015,tender,LOT NO. 1181 IN DEMARCATION DISTRICT NO. 215,"HONG KIN ROAD, TUI MIN HOI, SAI KUNG, NEW TERRITORIES",RESIDENTIAL R3,residential,3424,609,,high,133 PORTOFINO,133 HONG KIN ROAD,LOT NO. 1181 IN DEMARCATION DISTRICT NO. 215,18,Joy Rise Limited (Sino Land Company Limited),(1) Century Link Investments Limited (Wang On Group Limited);<br/>(2) Colorise Development Limited (Rykadan Capital Limited);<br/>(3) Dragon Mount Development Limited (Grand Ming Group Holdings Limited);<br/>(4) Eagle Fort Global Limited (Holdwin Limited);<br/>(5) Excel Match Limited (Nimble Run Limited);<br/>(6) Fine Time Development Limited (Hong Kong Ferry (Holdings) Company Limited);<br/>(7) Full Supreme Limited;<br/>(8) Get Nice International Limited (Get Nice Holdings Limited);<br/>(9) Hanforth Limited;<br/>(10) K Wise Limited (K&K Property Holdings Limited);<br/>(11) Smart Base Holdings Limited (Paliburg Holdings Limited and Regal Hotels International Holdings Limited);<br/>(12) Smart Union Limited (Chinese Estates Holdings Limited);<br/>(13) Turnwell Limited (K. Wah International Holdings Limited);<br/>(14) Union Faith Development Limited (Minmetals Land Limited);<br/>(15) United Aluminium Suppliers Limited (Chiaphua Limited);<br/>(16) Victory Field Development Limited (Tai Cheung Holdings Limited); and <br/>(17) Wilson Investments Limited (CK Hutchison Holdings Limited). | N.A. | N.A.,22.37665772,114.2701699,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Sino Land Company Limited,4793,sq m,11804,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201504/29/P201504290671.htm,Project 133 Portofino,Sino Land,local_major,https://www.info.gov.hk/gia/general/201504/29/P201504290671.htm | raw/2015-2016/LOTNO1181INDEMARCATIONDISTRICTNO215__result.pdf,https://www.info.gov.hk/gia/general/201504/29/P201504290671.htm | raw/2015-2016/LOTNO1181INDEMARCATIONDISTRICTNO215__result.pdf,https://www.sino.com/en/our-business/residential/133-portofino/ | raw/2015-2016/LOTNO1181INDEMARCATIONDISTRICTNO215__devname.pdf,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,133 Portofino,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | JOY RISE LIMITED,Named development,9-Jan-20
2015-2016,13/05/2015,tender,SHA TIN TOWN LOT NO. 605,"LOK WO SHA LANE, MA ON SHAN, SHA TIN, NEW TERRITORIES",RESIDENTIAL R2,residential,5830,1468.888888,,high,THE ENTRANCE,1 LOK WO SHA LANE,SHA TIN TOWN LOT NO. 605,19,Jumbo Vision Holdings Limited (CITIC Pacific Limited),(1) Adventure Success Limited (Emperor International Holdings Limited and Shimao Property Holdings Limited);<br/>(2) Asia Bright Development Limited (Sino Land Company Limited);<br/>(3) Century Link Investments Limited (Wang On Group Limited);<br/>(4) Ease Success Limited (Great Eagle Holdings Limited);<br/>(5) Fortune Choice Development Limited (Henderson Land Development Company Limited);<br/>(6) Gainwick Limited (HKR International Limited);<br/>(7) Golden Centurion Limited (Wheelock Properties Limited);<br/>(8) Hanforth Limited;<br/>(9) K Wise Limited (K&K Property Holdings Limited);<br/>(10) Kingright International Limited (Lai Sun Garment (International) Limited and Pine Billion Enterprises Limited);<br/>(11) Kong Smart Investment Limited (Sun Hung Kai Properties Limited);<br/>(12) Manful Global Development Limited (K. Wah International Holdings Limited);<br/>(13) Master Green Limited (Soundwill Holdings Limited);<br/>(14) Rich View Investments Limited (CK Hutchison Holdings Limited);<br/>(15) Sanon Limited (Far East Consortium International Limited);<br/>(16) Smart Base Holdings Limited (Paliburg Holdings Limited and Regal Hotels International Holdings Limited);<br/>(17) Super Record Limited (New World Development Company Limited); and <br/>(18) Victory Asset Inc Limited (Angel Stars International Limited and Wealthy Sino Limited). | N.A. | N.A.,22.42957333,114.2475633,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,CITIC Pacific Limited,20988,sq m,6502,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201505/13/P201505130710.htm,Project The Entrance,CITIC,mainland,https://www.info.gov.hk/gia/general/201505/13/P201505130710.htm | raw/2015-2016/SHATINTOWNLOTNO605__result.pdf,https://www.info.gov.hk/gia/general/201505/13/P201505130710.htm | raw/2015-2016/SHATINTOWNLOTNO605__result.pdf,https://www.citicpacific.com/en/property_projects/the-entrance/ | raw/2015-2016/SHATINTOWNLOTNO605__devname.pdf,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,The Entrance | å³»æº,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | JUMBO VISION HOLDINGS LIMITED,Named development,24-Jan-19
2015-2016,13/05/2015,tender,NEW KOWLOON INLAND LOT NO. 6313,"JUNCTION OF CHEUNG YIP STREET, SHEUNG YEE ROAD AND WAI YIP STREET, KOWLOON BAY, KOWLOON",COMMERCIAL OFFICE,commercial,3795,3038.88,,high,,,NEW KOWLOON INLAND LOT NO. 6313,13,Great Maker Limited,(1) Best King Limited (Chinese Estates Holdings Limited);<br/>(2) Bright Vision International Limited (CITIC Pacific Limited);<br/>(3) Conford Investments Limited (CK Hutchison Holdings Limited);<br/>(4) Conventional Wisdom Limited (Sunny Autumn Limited);<br/>(5) Ever Merits Investments Limited (Wheelock Properties Limited);<br/>(6) Juliyam Limited (Henderson Land Development Company Limited);<br/>(7) Luck Huge Limited;<br/>(8) Newly Development Limited (New World Development Company Limited);<br/>(9) Silver Grace Company Limited (K. Wah Properties (Holdings) Limited);<br/>(10) Sunrise Treasure Limited (Great Eagle Holdings Limited);<br/>(11) Super Great Limited (Sun Hung Kai Properties Limited); and <br/>(12) Time Fort Limited (K&K Property Holdings Limited). | N.A. | N.A.,22.31896423,114.2116448,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,not found,45540,sq m,6199,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201505/13/P201505130710.htm,Commercial/office; no parent stated in press release,Great Maker Limited,other,https://www.info.gov.hk/gia/general/201505/13/P201505130710.htm | raw/2015-2016/NEWKOWLOONINLANDLOTNO6313__result.pdf,https://www.info.gov.hk/gia/general/201505/13/P201505130710.htm | raw/2015-2016/NEWKOWLOONINLANDLOTNO6313__result.pdf,,,,,,,,38 Wai Yip Street,CONSENT TO SELL FOR NON-RESIDENTIAL DEVELOPMENT | GREAT MAKER LIMITED,Named development,31 May 2019 | 31/05/2019
2015-2016,10/6/2015,tender,TUEN MUN TOWN LOT NO. 539,"JUNCTION OF HOI WING ROAD AND HANG FU STREET, AREA 16, TUEN MUN, NEW TERRITORIES",RESIDENTIAL R1,residential,4831,1319,,high,REGENCY BAY DEVELOPMENT,23 HOI WONG ROAD,TUEN MUN TOWN LOT NO. 539,14,Kong Smart Investment Limited (Sun Hung Kai Properties Limited),"(1) Able Lucky Development Limited (Poly Property Group Co., Limited);<br/>(2) Adventure Success Limited (Emperor International Holdings Limited and Shimao Property Holdings Limited);<br/>(3) Bestley Properties Limited (Sino Land Company Limited);<br/>(4) Charm City Investments Limited (CK Hutchison Holdings Limited);<br/>(5) China Land Resources Development Limited (Chuang's China Investments Limited);<br/>(6) Dragon Mount Development Limited (Grand Ming Group Holdings Limited);<br/>(7) Hanforth Limited;<br/>(8) HYFCO Development Company Limited (Hong Kong Ferry (Holdings) Company Limited);<br/>(9) K Wise Limited (K&K Property Holdings Limited);<br/>(10) Lucky Nice Limited (Chinese Estates Holdings Limited);<br/>(11) Master Green Limited (Soundwill Holdings Limited);<br/>(12) Sanon Limited (Far East Consortium International Limited); and <br/>(13) Well Plant Limited (K. Wah International Holdings Limited). | N.A. | N.A.",22.381576,113.9706797,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Sun Hung Kai Properties Limited,,,,,yes,https://www.info.gov.hk/gia/general/201506/10/P201506100695.htm,Residential R1; residential GFA formula-based (non-resi cap 13908 sq m); GFA/AV not found; project Regency Bay,Sun Hung Kai Properties,local_major,https://www.info.gov.hk/gia/general/201506/10/P201506100695.htm | raw/2015-2016/TUENMUNTOWNLOTNO539__result.pdf,https://www.info.gov.hk/gia/general/201506/10/P201506100695.htm | raw/2015-2016/TUENMUNTOWNLOTNO539__result.pdf,https://www.shkp.com/en-US/our-business/hong-kong-properties/residential-for-sale/regency-bay,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,Pending (Phase 1) | Pending (Phase 2 ) | Regency Bay Development | Regency Bay Development (Phase 1) | Regency Bay Development (Phase 2),APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | KONG SMART INVESTMENT LIMITED,Named development,6-Feb-20
2015-2016,17/06/2015,tender,SHA TIN TOWN LOT NO. 607,"21 ON SHAN LANE, MA ON SHAM, SHA TIN, NEW TERRITORIES",PETROL FILLING STATION,petrol_or_ev,2506,434.894999,,high,,,SHA TIN TOWN LOT NO. 607,4,Shell Hong Kong Limited,(1) Chevron Hong Kong Limited;<br/>(2) ExxonMobil Hong Kong Limited; and <br/>(3) Sinopec (Hong Kong) Limited (China Petroleum & Chemical Corporation). | N.A. | A single amount of tender premium for the purchase of [SHA TIN TOWN LOT NO. 607] and SHA TIN TOWN LOT NO. 612] collectively as one package.,22.41889545,114.2325253,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,not found,,,,,n/a,https://www.landsd.gov.hk/doc/en/landsale/records/2015-2016.pdf,Petrol filling station (premium covers STTL 607 & 612 jointly); tenderer not found; no building GFA - AV n/a,,,,https://www.landsd.gov.hk/doc/en/landsale/records/2015-2016.pdf | raw/2015-2016/SHATINTOWNLOTNO607__consent.pdf,,,,,,,,,,No consent,
2015-2016,17/06/2015,tender,SHA TIN TOWN LOT NO. 612,"8500 TAI PO ROAD â€“ SHA TIN HEIGHTS, SHA TIN, NEW TERRITORIES",PETROL FILLING STATION,petrol_or_ev,920.1,,,high,,,SHA TIN TOWN LOT NO. 612,4,Shell Hong Kong Limited,(1) Chevron Hong Kong Limited;<br/>(2) ExxonMobil Hong Kong Limited; and <br/>(3) Sinopec (Hong Kong) Limited (China Petroleum & Chemical Corporation). | N.A. | A single amount of tender premium for the purchase of [SHA TIN TOWN LOT NO. 607] and SHA TIN TOWN LOT NO. 612] collectively as one package.,22.36079738,114.1616608,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,,,,,,,,,,,,,,,,,,,,,,No consent,
2015-2016,17/06/2015,tender,TUEN MUN TOWN LOT NO. 500,"KWUN CHUI ROAD, AREA 56, TUEN MUN, NEW TERRITORIES",RESIDENTIAL R2,residential,24336,3628.9,,high,"OCEAN CAMINO (BEFORE 19 FEBRUARY 2024, THE DEVELOPMENT IS KNOWN AS EMERALD BAY)",8 KWUN CHUI ROAD,TUEN MUN TOWN LOT NO. 500,9,Fortune Choice Development Limited (Henderson Land Development Company Limited),"(1) Asia Bright Development Limited (Sino Land Company Limited, K. Wah International Holdings Limited, Manhattan Garments (International) Limited and Wing Tai Properties Limited);<br/>(2) Big Chance Corporation Limited (Emperor International Holdings Limited and Grand Ming Group Holdings Limited);<br/>(3) Citypoint Investment Limited (Cheung Kong Property Holdings Limited);<br/>(4) Golden Centurion Limited (Wheelock Properties Limited);<br/>(5) Super Great Limited (Sun Hung Kai Properties Limited);<br/>(6) Super Record Limited (New World Development Company Limited);<br/>(7) Teampearl Company Limited (Far East Consortium International Limited); and <br/>(8) Time Fort Limited (K&K Property Holdings Limited). | N.A. | N.A.",22.3723639,114.0003022,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Henderson Land Development Company Limited,72960,sq m,4621,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201506/17/P201506170727.htm,Project Ocean Camino / Emerald Bay,Henderson Land,local_major,https://www.info.gov.hk/gia/general/201506/17/P201506170727.htm | raw/2015-2016/TUENMUNTOWNLOTNO500__result.pdf,https://www.info.gov.hk/gia/general/201506/17/P201506170727.htm | raw/2015-2016/TUENMUNTOWNLOTNO500__result.pdf,https://hk.centanet.com/info/en/new-property/%E5%B1%AF%E9%96%80-Tuen-Mun/%E6%81%86%E5%A4%A7-%E7%8F%BA%E7%93%8F%E7%81%A3-Emerald-Bay/1699,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,Emerald Bay (Phase 1) | Ocean Camino | Ocean Camino (Phase 1) | Ocean Camino (Phase 2) | Pending (Phase 1) | Pending (Phase 2),APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | APPROVAL OF SUB-DEED OF MUTUAL COVENANT | CONSENT TO ASSIGN FOR RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | FORTUNE CHOICE DEVELOPMENT LIMITED,Named development,8 February 2019 | N.A.
2015-2016,24/06/2015,tender,LOT NO. 1872 IN DEMARCATION DISTRICT CHEUNG CHAU,"FA PENG ROAD, CHEUNG CHAU, NEW TERRITORIES",RESIDENTIAL R3,residential,3410,68.888889,,high,,,LOT NO. 1872 IN DEMARCATION DISTRICT CHEUNG CHAU,4,Moonlight Shadow Holdings Limited,(1) Bestley Properties Limited (Sino Land Company Limited);<br/>(2) Billion King Capital Investment Limited; and <br/>(3) Modern Fortune Trading Limited (Grand Jubilee Investments Limited). | N.A. | N.A.,22.20356262,114.0366195,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,not found,2728,sq m,2346,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201506/24/P201506240695.htm,No parent stated in press release,Moonlight Shadow Holdings Limited,other,https://www.info.gov.hk/gia/general/201506/24/P201506240695.htm | raw/2015-2016/LOTNO1872INDEMARCATIONDISTRICTCHEUNGCHAU__result.pdf,https://www.info.gov.hk/gia/general/201506/24/P201506240695.htm | raw/2015-2016/LOTNO1872INDEMARCATIONDISTRICTCHEUNGCHAU__result.pdf,,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,,,No consent,
2015-2016,8/7/2015,tender,TUEN MUN TOWN LOT NO. 541,"SO KWUN WAT ROAD, AREA 56, TUEN MUN, NEW TERRITORIES",RESIDENTIAL R2,residential,27000,3822.021036,,high,LE PONT,99 SO KWUN WAT ROAD,TUEN MUN TOWN LOT NO. 541,10,Alliance Grace Limited (Vanke Property (Hong Kong) Company Limited),"(1) Asia Bright Development Limited (Sino Land Company Limited, K Wah International Holdings Limited, Manhattan Garments (International) Limited and Wing Tai Properties Limited);<br/>(2) Big Chance Corporation Limited (Emperor International Holdings Limited and Grand Ming Group Holdings Limited);<br/>(3) Bright Sheen Development Limited (Henderson Land Development Company Limited);<br/>(4) Golden Centurion Limited (Wheelock Properties Limited);<br/>(5) K Wise Limited (K&K Property Holdings Limited);<br/>(6) Opal Lucky Limited (Sun Hung Kai Properties Limited);<br/>(7) Rich View Investments Limited (Cheung Kong Property Holdings Limited);<br/>(8) Smart Base Holdings Limited (Paliburg Holdings Limited and Regal Hotels International Holdings Limited); and <br/>(9) Teampearl Company Limited (Far East Consortium International Limited). | N.A. | N.A.",22.37361178,114.0037497,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Vanke Property (Hong Kong) Company Limited,78200,sq m,4541,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201507/08/P201507080800.htm,Project Le Pont,Vanke,mainland,https://www.info.gov.hk/gia/general/201507/08/P201507080800.htm | raw/2015-2016/TUENMUNTOWNLOTNO541__result.pdf,https://www.info.gov.hk/gia/general/201507/08/P201507080800.htm | raw/2015-2016/TUENMUNTOWNLOTNO541__result.pdf,https://www.vankehk.com/en/property/hong-kong-properties/le-pont | raw/2015-2016/TUENMUNTOWNLOTNO541__devname.pdf,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,Le Pont,ALLIANCE GRACE LIMITED | APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR NON-RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT,Named development,30 June 2020 | 7 September 2018
